Arm,AUROC,Accuracy,Balanced_Accuracy,Macro_F1,Asthma_Sensitivity,COPD_Sensitivity,Model,Fold,Repeat,Threshold,Inner_CV_AUC
D_final,0.8226898887276245,0.6972972972972973,0.7434687953555879,0.611344537815126,0.6792452830188679,0.8076923076923077,Logistic Regression,1,1,0.5049999999999999,0.7853391812865497
D_final,0.8292210933720369,0.6486486486486487,0.7473391388485728,0.5817245817245817,0.610062893081761,0.8846153846153846,SVM,1,1,0.8849999999999999,0.7896549707602338
D_final,0.8238993710691824,0.7783783783783784,0.7262941461054668,0.6571751412429379,0.7987421383647799,0.6538461538461539,Random Forest,1,1,0.5449999999999999,0.7986067251461988
D_final,0.7689888727624576,0.7189189189189189,0.6917029511369134,0.6061251228300033,0.7295597484276729,0.6538461538461539,Extra Trees,1,1,0.4799999999999999,0.7613435672514621
D_final,0.8238993710691824,0.7621621621621621,0.7490324141267537,0.6553184281842819,0.7672955974842768,0.7307692307692307,XGBoost (regularized),1,1,0.49999999999999994,0.8198040935672516
D_final,0.745524915336236,0.7675675675675676,0.6556603773584906,0.6169772256728778,0.8113207547169812,0.5,Logistic Regression,2,1,0.43999999999999995,0.7690964912280702
D_final,0.264392839864538,0.8594594594594595,0.5,0.4622093023255814,1.0,0.0,SVM,2,1,0.05,0.7786169590643275
D_final,0.7972907595549106,0.7405405405405405,0.6881954523463958,0.6172413793103448,0.7610062893081762,0.6153846153846154,Random Forest,2,1,0.5599999999999999,0.7699020467836257
D_final,0.8118045476536042,0.8,0.7227866473149492,0.670422263951081,0.8301886792452831,0.6153846153846154,Extra Trees,2,1,0.42999999999999994,0.7641593567251462
D_final,0.7818093855829705,0.772972972972973,0.7392356071601355,0.6588514225500527,0.7861635220125787,0.6923076923076923,XGBoost (regularized),2,1,0.4549999999999999,0.7749181286549708
D_final,0.7838993710691824,0.782608695652174,0.6888050314465409,0.6392156862745098,0.8176100628930818,0.56,Logistic Regression,3,1,0.4099999999999999,0.7876038011695906
D_final,0.8171069182389937,0.7445652173913043,0.7005031446540881,0.6212167666768866,0.7610062893081762,0.64,SVM,3,1,0.8549999999999999,0.7796608187134504
D_final,0.7979874213836478,0.8260869565217391,0.7139622641509434,0.6813852813852814,0.8679245283018868,0.56,Random Forest,3,1,0.5149999999999999,0.7885497076023391
D_final,0.7768553459119498,0.8260869565217391,0.7476729559748427,0.6973684210526316,0.8553459119496856,0.64,Extra Trees,3,1,0.41999999999999993,0.7690862573099416
D_final,0.8145911949685535,0.8097826086956522,0.7045283018867925,0.6648451730418943,0.8490566037735849,0.56,XGBoost (regularized),3,1,0.4749999999999999,0.7896447368421053
D_final,0.7177358490566038,0.6032608695652174,0.6524528301886792,0.5242109737522582,0.5849056603773585,0.72,Logistic Regression,4,1,0.57,0.799735380116959
D_final,0.2752201257861635,0.8641304347826086,0.5,0.46355685131195334,1.0,0.0,SVM,4,1,0.05,0.7998567251461989
D_final,0.7486792452830189,0.717391304347826,0.7016352201257862,0.6054758370443675,0.7232704402515723,0.68,Random Forest,4,1,0.6399999999999999,0.8020321637426899
D_final,0.7534591194968554,0.8097826086956522,0.6202515723270441,0.6142557651991614,0.8805031446540881,0.36,Extra Trees,4,1,0.38499999999999995,0.7883201754385964
D_final,0.7406289308176102,0.6793478260869565,0.6964779874213836,0.5814150761519182,0.6729559748427673,0.72,XGBoost (regularized),4,1,0.6,0.791780701754386
D_final,0.8709834469328142,0.7445652173913043,0.7870009737098345,0.656920696631888,0.7278481012658228,0.8461538461538461,Logistic Regression,5,1,0.49999999999999994,0.7709780701754385
D_final,0.888510223953262,0.8043478260869565,0.8057448880233691,0.7071618037135279,0.8037974683544303,0.8076923076923077,SVM,5,1,0.83,0.7764926900584795
D_final,0.8897273612463485,0.6521739130434783,0.7653359298928919,0.5892857142857143,0.6075949367088608,0.9230769230769231,Random Forest,5,1,0.635,0.7837266081871345
D_final,0.8685491723466406,0.8097826086956522,0.8089094449853944,0.7125898156825992,0.810126582278481,0.8076923076923077,Extra Trees,5,1,0.4549999999999999,0.752498538011696
D_final,0.8315481986368063,0.7771739130434783,0.7256572541382669,0.6567007963594994,0.7974683544303798,0.6538461538461539,XGBoost (regularized),5,1,0.5049999999999999,0.7988786549707602
D_final,0.7885824866956943,0.5675675675675675,0.6840832123850992,0.5148177288224496,0.5220125786163522,0.8461538461538461,Logistic Regression,6,2,0.595,0.8345423976608188
D_final,0.7784228350266086,0.7135135135135136,0.704644412191582,0.607941141189172,0.7169811320754716,0.6923076923076923,SVM,6,2,0.8899999999999999,0.8361213450292398
D_final,0.7728592162554427,0.7567567567567568,0.6976294146105467,0.6310003989184877,0.779874213836478,0.6153846153846154,Random Forest,6,2,0.625,0.8283260233918128
D_final,0.7264150943396226,0.7945945945945946,0.6713836477987422,0.6410334967320261,0.8427672955974843,0.5,Extra Trees,6,2,0.43999999999999995,0.8081666666666667
D_final,0.8243831640058056,0.8378378378378378,0.6804547653604258,0.6747538677918425,0.89937106918239,0.46153846153846156,XGBoost (regularized),6,2,0.3449999999999999,0.8299020467836258
D_final,0.7769714562167392,0.7405405405405405,0.6881954523463958,0.6172413793103448,0.7610062893081762,0.6153846153846154,Logistic Regression,7,2,0.5149999999999999,0.8014926900584796
D_final,0.7924528301886792,0.7297297297297297,0.6819061441702952,0.6083163956639566,0.7484276729559748,0.6153846153846154,SVM,7,2,0.8599999999999999,0.8180190058479532
D_final,0.7873730043541365,0.6648648648648648,0.6602564102564102,0.5639446472019465,0.6666666666666666,0.6538461538461539,Random Forest,7,2,0.7499999999999999,0.8119385964912279
D_final,0.747218190614417,0.7081081081081081,0.6854136429608128,0.5974371373307543,0.7169811320754716,0.6538461538461539,Extra Trees,7,2,0.5299999999999999,0.7906608187134503
D_final,0.795355587808418,0.772972972972973,0.7231494920174166,0.6522556390977443,0.7924528301886793,0.6538461538461539,XGBoost (regularized),7,2,0.58,0.8118991228070177
D_final,0.7914465408805033,0.717391304347826,0.7184905660377359,0.6116883116883117,0.7169811320754716,0.72,Logistic Regression,8,2,0.48999999999999994,0.7849312865497076
D_final,0.7939622641509434,0.75,0.7542138364779873,0.6452045606975184,0.7484276729559748,0.76,SVM,8,2,0.845,0.794438596491228
D_final,0.7939622641509434,0.6032608695652174,0.6861635220125786,0.5338538955405171,0.5723270440251572,0.8,Random Forest,8,2,0.695,0.8019619883040935
D_final,0.7833962264150943,0.5,0.6432704402515723,0.46013522132925117,0.44654088050314467,0.84,Extra Trees,8,2,0.71,0.7723421052631579
D_final,0.7688050314465409,0.5706521739130435,0.6672955974842767,0.509432688738146,0.5345911949685535,0.8,XGBoost (regularized),8,2,0.6849999999999999,0.8124590643274854
D_final,0.8140880503144654,0.717391304347826,0.7522012578616353,0.6231884057971014,0.7044025157232704,0.8,Logistic Regression,9,2,0.49999999999999994,0.7978640350877193
D_final,0.8578616352201258,0.7771739130434783,0.7530817610062893,0.6633194983710448,0.7861635220125787,0.72,SVM,9,2,0.82,0.8155789473684211
D_final,0.839496855345912,0.7282608695652174,0.7584905660377359,0.6322941646682654,0.7169811320754716,0.8,Random Forest,9,2,0.705,0.8174356725146199
D_final,0.839245283018868,0.782608695652174,0.7562264150943396,0.6683489545782264,0.7924528301886793,0.72,Extra Trees,9,2,0.4699999999999999,0.7789999999999999
D_final,0.8218867924528301,0.7771739130434783,0.7530817610062893,0.6633194983710448,0.7861635220125787,0.72,XGBoost (regularized),9,2,0.4549999999999999,0.8193801169590644
D_final,0.8154819863680622,0.5978260869565217,0.7015579357351509,0.5384406779661017,0.5569620253164557,0.8461538461538461,Logistic Regression,10,2,0.5199999999999999,0.7709883040935673
D_final,0.1988802336903603,0.8586956521739131,0.5,0.4619883040935672,1.0,0.0,SVM,10,2,0.05,0.7889166666666667
D_final,0.7883398247322297,0.6467391304347826,0.7300389483933788,0.5763522369026957,0.6139240506329114,0.8461538461538461,Random Forest,10,2,0.8799999999999999,0.7888845029239766
D_final,0.7706913339824732,0.7608695652173914,0.7161635832521909,0.6420866489832007,0.7784810126582279,0.6538461538461539,Extra Trees,10,2,0.48499999999999993,0.7793991228070175
D_final,0.8076923076923078,0.7391304347826086,0.7677702044790653,0.6470023980815347,0.7278481012658228,0.8076923076923077,XGBoost (regularized),10,2,0.5449999999999999,0.7817529239766083
D_final,0.8154329946782777,0.6918918918918919,0.7242380261248186,0.6017899626147049,0.6792452830188679,0.7692307692307693,Logistic Regression,11,3,0.5149999999999999,0.7937295321637426
D_final,0.8047895500725689,0.8378378378378378,0.7287131107885825,0.7016129032258065,0.8805031446540881,0.5769230769230769,SVM,11,3,0.7499999999999999,0.8110891812865496
D_final,0.8176100628930816,0.7783783783783784,0.7906386066763426,0.6815834767641996,0.7735849056603774,0.8076923076923077,Random Forest,11,3,0.625,0.811216374269006
D_final,0.804789550072569,0.7945945945945946,0.7196419932268989,0.6652380952380952,0.8238993710691824,0.6153846153846154,Extra Trees,11,3,0.4649999999999999,0.7910467836257309
D_final,0.8236574746008709,0.7081081081081081,0.7497581035316885,0.6202098540145986,0.6918238993710691,0.8076923076923077,XGBoost (regularized),11,3,0.6649999999999999,0.8135994152046784
D_final,0.7389937106918238,0.8,0.6745283018867925,0.646088620029988,0.8490566037735849,0.5,Logistic Regression,12,3,0.3449999999999999,0.8152865497076023
D_final,0.7174649250120948,0.7837837837837838,0.7133526850507983,0.6551081282624907,0.8113207547169812,0.6153846153846154,SVM,12,3,0.825,0.8391505847953218
D_final,0.720609579100145,0.7513513513513513,0.6462264150943396,0.6033743475018642,0.7924528301886793,0.5,Random Forest,12,3,0.6799999999999999,0.822562865497076
D_final,0.6913401064344461,0.6594594594594595,0.641025641025641,0.5538755980861244,0.6666666666666666,0.6153846153846154,Extra Trees,12,3,0.7699999999999999,0.8066345029239766
D_final,0.7460087082728591,0.7513513513513513,0.6623125302370585,0.6114864864864865,0.7861635220125787,0.5384615384615384,XGBoost (regularized),12,3,0.49999999999999994,0.8226622807017545
D_final,0.8332075471698113,0.6032608695652174,0.7367295597484277,0.5466909655428437,0.5534591194968553,0.92,Logistic Regression,13,3,0.5549999999999999,0.7777807017543861
D_final,0.16377358490566038,0.8641304347826086,0.5,0.46355685131195334,1.0,0.0,SVM,13,3,0.05,0.7785233918128653
D_final,0.8314465408805032,0.5543478260869565,0.6915723270440252,0.5051816869998689,0.5031446540880503,0.88,Random Forest,13,3,0.6849999999999999,0.8002690058479531
D_final,0.8188679245283018,0.7608695652173914,0.7605031446540881,0.6547842401500938,0.7610062893081762,0.76,Extra Trees,13,3,0.48499999999999993,0.7732748538011697
D_final,0.8505660377358492,0.842391304347826,0.7739622641509434,0.7223002862347124,0.8679245283018868,0.68,XGBoost (regularized),13,3,0.4099999999999999,0.8075365497076025
D_final,0.8603773584905661,0.6467391304347826,0.7281761006289308,0.5717406094460558,0.6163522012578616,0.84,Logistic Regression,14,3,0.5199999999999999,0.7674122807017545
D_final,0.8563522012578617,0.6630434782608695,0.7376100628930817,0.5844988344988344,0.6352201257861635,0.84,SVM,14,3,0.8899999999999999,0.7848932748538012
D_final,0.8684276729559748,0.7445652173913043,0.7679245283018867,0.6462551642328302,0.7358490566037735,0.8,Random Forest,14,3,0.695,0.7928011695906433
D_final,0.8299371069182391,0.7554347826086957,0.7742138364779874,0.6557888172937019,0.7484276729559748,0.8,Extra Trees,14,3,0.48499999999999993,0.7594064327485379
D_final,0.8711949685534591,0.6521739130434783,0.7313207547169811,0.5759758029670172,0.6226415094339622,0.84,XGBoost (regularized),14,3,0.615,0.7916096491228071
D_final,0.7465920155793574,0.7880434782608695,0.6034566699123661,0.5951937722118802,0.8607594936708861,0.34615384615384615,Logistic Regression,15,3,0.43499999999999994,0.801233918128655
D_final,0.7560856864654332,0.7282608695652174,0.6489776046738072,0.5932802829354553,0.759493670886076,0.5384615384615384,SVM,15,3,0.845,0.8063801169590643
D_final,0.8081791626095424,0.782608695652174,0.6806231742940604,0.6392156862745098,0.8227848101265823,0.5384615384615384,Random Forest,15,3,0.565,0.8044181286549709
D_final,0.7877312560856864,0.8206521739130435,0.7509737098344693,0.6989140675360738,0.8481012658227848,0.6538461538461539,Extra Trees,15,3,0.43499999999999994,0.771954678362573
D_final,0.8030671859785784,0.7880434782608695,0.6837877312560856,0.6441711707244508,0.8291139240506329,0.5384615384615384,XGBoost (regularized),15,3,0.4749999999999999,0.8185336257309942
D_final,0.762699564586357,0.8594594594594595,0.7412917271407837,0.7264558689717926,0.9056603773584906,0.5769230769230769,Logistic Regression,16,4,0.31499999999999995,0.7860964912280701
